ID,smiles,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,energy,homo,lumo,HLgap,charge_ave,charge_var,dipole,mass,vol,dens
42,CC(C)CCCCCCCOP(OCCCCCCCC(C)C)Oc1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-1558.53849757696,-0.2451540794175878,0.267022828493328,0.5121769079109157,-4.912376421945335e-15,0.02112661755105401,1.5307872079486762,438.3262823719408,464.8080000000001,0.9430265450937607
43,CCCCCCCC/C=C\CCCCCCCC(=O)OC(CO)CO,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1104.2627326849652,-0.29411892385996674,0.30439502678097957,0.5985139506409463,-1.6721666786277357e-15,0.012085822777984903,1.8289660184328485,356.2926597674807,384.1120000000001,0.9275749254578889
44,CCCCCCCCCCC=CC1CC(=O)OC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-835.2336268288115,-0.31612714747996423,0.267156210256316,0.5832833577362802,3.854941057726238e-15,0.013461752352177222,3.559628593386618,266.18819469669,277.22400000000005,0.9601917391592718
45,CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,0.0,0.0,,0.0,0.0,,,0.0,0.0,,1.0,,-2063.060607957281,-0.2563677598598506,0.22582527065848249,0.48219303051833307,-1.4598458893974647e-15,0.018036896281551147,5.17586211062863,502.1271047468204,422.8000000000001,1.1876232373387423
46,CS(=O)(=O)NC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2258.8720559885883,-0.27765540510596975,0.14127743268521573,0.4189328377911855,3.8098179581873795e-15,0.04396588458036939,4.774151625186328,437.99001939317014,318.88000000000005,1.373526152136133
47,CCOP(=S)(CC)Sc1ccccc1,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1579.8744456654113,-0.1670640772684488,0.23908337468902896,0.40614745195747776,2.2242744045076413e-15,0.03173052736601921,2.3121997797311686,246.0301944502398,216.06400000000005,1.1386912879991102
48,CC/C=C\CCCCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-382.3917260841636,-0.2951413610259476,0.3298806850053125,0.6250220460312601,-1.7297274723659939e-15,0.009586368429897834,1.5508285188820843,128.12011513525002,147.58400000000003,0.8681165650426197
49,Nc1ccccc1C(=O)Oc1ccc2ccccc2c1,,0.0,1.0,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,-844.8610539232284,-0.23765699271770777,0.2072283702271672,0.44488536294487496,2.503048273700353e-15,0.018617481188975202,1.4266256245351083,263.09462866256007,236.85600000000005,1.1107788219954742
50,C=C[C@H]1CN2CCC1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-1017.269685186531,-0.22862305369363367,0.20179220936509132,0.430415263058725,-1.986836621152103e-15,0.01056718716886382,1.5088066519750865,324.1837780215204,303.71200000000005,1.0674052326596262
51,CC(=O)CCC(C)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-377.9272483838761,-0.3137112409224944,0.2941756390922892,0.6078868800147836,-6.442377495672089e-15,0.02008486516618367,2.8924372360555035e-05,114.06807956144002,118.72800000000002,0.9607512933885857
52,N#CCCNCCC#N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-390.86776972765347,-0.34275934029702754,0.3459289772825985,0.6886883175796261,-1.0177044392397268e-15,0.015925381987228357,2.661376524326945,123.07964730336002,128.04800000000003,0.9611992948219417
54,O=C1c2ccccc2C(=O)C1c1ccc2cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c2n1,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,-2108.397170126871,0.06818092378981659,0.31963490665222,0.2514539828624034,-0.052631578947363034,0.052410170135125,33.402474109031985,430.9769585998602,322.4240000000001,1.3366776623323948
56,CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,-1655.96630409816,-0.21163845552743094,0.2648771915703082,0.47651564709773914,1.9544551162672027e-16,0.009576973227328306,1.0919783160866943,356.1380911311804,324.24000000000007,1.0983780259412173
57,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,-1122.594631918847,-0.2553389927953698,0.209716068721544,0.4650550615169138,-1.7763568394002505e-15,0.01599278040809733,4.186200626704001,318.15551241302035,285.7440000000001,1.1134284968818953
58,Cc1ccccc1CCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-417.4658779394482,-0.26645748411971093,0.2661237925953279,0.5325812767150389,1.3650696734595674e-15,0.00994186191729784,1.200545972300175,136.0888150063299,141.43200000000004,0.962220819944071
59,Cc1nc(C)c(C)nc1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-413.73028238342687,-0.2750427172088299,0.2284050351194872,0.5034477523283171,4.425752693619374e-15,0.015985112454795464,7.369706588865257e-07,136.10004839561992,140.91200000000003,0.9658513710373843
60,CC1=CC(O)CC(C)(C)C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-419.8340359670491,-0.2946337062599871,0.3167890106562692,0.6114227169162563,5.337610695313252e-16,0.011958455770955776,1.9209845047958873,140.12011513524985,152.14400000000003,0.9209703644918618
61,Cc1cnc(C)c(C)n1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-375.14411818316876,-0.28444504390480935,0.22364923077412585,0.5080942746789352,3.038505120026744e-15,0.01564644732458318,0.38680611589780517,122.08439833116003,124.90400000000002,0.9774258497018511
62,CC(C)COC(=O)c1ccccc1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-567.3102204349353,-0.2843640646243089,0.21794110959783683,0.5023051742221457,-3.1929191800793854e-15,0.013905568079688837,1.172797442337336,178.09937969035983,178.09600000000003,1.00001897678982
63,C=C(C)[C@@H]1CC=C(C)CC1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-383.36521163492716,-0.2842711300494677,0.3258594791834752,0.6101306092329428,2.6645352591003757e-15,0.007180958978944803,0.4648898013910869,136.12520051567992,154.54400000000004,0.8808184110394444
65,Nc1ccc(N)c([N+](=O)[O-])c1,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,,-537.2449159881361,-0.234486807888145,0.16427990862989156,0.3987667165180365,-2.4116511257135344e-15,0.03313212168238473,3.571754469226391,153.05382647803992,132.11200000000002,1.1585157024194614
66,CC1COc2ccccc2N1,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-470.65388398122144,-0.23738000207953633,0.2708631932936196,0.5082431953731559,-3.1817982592098237e-15,0.013786551545178237,1.9021435579076091,149.08406397852985,143.38400000000004,1.0397538357036338
67,O=C(O)c1cc(Cl)cc(Cl)c1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1394.8345167449013,-0.27250677306277143,0.17452570118209043,0.44703247424486187,-6.411537967210279e-15,0.034854958057160976,3.5658388309507787,205.95374935162997,150.10400000000004,1.3720736912515983
68,CCCCCCCCCCCC(=O)NCCCN(C)C,0.0,,0.0,,,,,,0.0,,,,-838.2856582387033,-0.28326035913491826,0.32385466598048496,0.6071150251154032,3.172065784643304e-17,0.011907309147213522,2.765332527324908,284.2827637887104,321.33600000000007,0.8846900558565188
69,CC(C)CCCCCOC(=O)CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-965.2028177977862,-0.26300329383975496,0.3107836413860471,0.573786935225802,-2.8110230192939726e-15,0.013425597942735113,1.810010847723073,218.13405112259971,225.77600000000007,0.9661525189683565
70,O=[N+]([O-])c1cc([As](=O)(O)O)ccc1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2933.726679944038,-0.2651679307179772,0.16525682280010726,0.4304247535180844,-1.6014967130217884e-15,0.11284298139333485,4.408963671321196,262.94110648523014,170.85600000000005,1.5389632584470552
71,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2198.8759520041003,-0.2662445193867886,0.30186487050854305,0.5681093898953317,-5.2180482157382354e-17,0.02103417475193955,2.8743100868579465,398.0891520786005,352.5520000000001,1.129164356119382
72,C=CCOc1c(Br)cc(Br)cc1Br,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-8048.528293142206,-0.2658834957332966,0.22480019592673509,0.4906836916600317,-1.0574874309554616e-15,0.007080429264400964,1.3534978875460586,367.8047026451801,196.04800000000006,1.8760951534582346
74,CC(C)[C@H]1CC[C@H](C)C[C@@H]1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-459.62014095561364,-0.3302868804305209,0.5325343605296518,0.8628212409601727,3.1086244689504383e-15,0.01000038974823478,1.4342676293580996,156.15141526416977,174.06400000000005,0.8970919619460068
75,C(=C/c1ccccc1)\c1ccccc1,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,-530.597224051189,-0.22371241868171418,0.19844602225228525,0.42215844093399946,4.1718765194568386e-15,0.0035975732782456693,2.3920324584102544e-06,180.09390038675986,180.38400000000004,0.9983917663803875
76,Cc1ccc2c(ccc3ccccc32)c1,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,-568.0739266640339,-0.227660507860164,0.2095683986490242,0.4372289065091882,2.3438041630975528e-16,0.004435417527701409,0.33733440250029917,192.09390038675986,184.66400000000004,1.0402346986243112
77,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-930.0128303193853,-0.2255006515107536,0.2335128107104949,0.4590134622212485,2.10269512239613e-16,0.03201665689550923,4.127988996640611,266.1015049472202,223.20000000000005,1.192211043670341
78,C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,-917.798120239611,-0.24875297824946688,0.23533185183016067,0.48408483007962755,4.4904556263856776e-15,0.04086723604077253,5.744675230140512,246.0651996239699,193.53600000000006,1.2714182354909156
80,COC(=O)C1=CCCN(C)C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-508.24478474233683,-0.29053685021592585,0.24468757669115807,0.5352244269070839,5.974387651264124e-15,0.015980082768282375,1.5458727470373952,155.09462866255984,152.85600000000002,1.0146453437389427
81,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,,,,,,,,0.0,,0.0,,,-826.9725818138085,-0.24022746270331416,0.1907252981888253,0.43095276089213946,-1.3483837702302304e-15,0.011208760005078498,0.8565201144351227,252.07864424546986,224.88800000000006,1.1209074928207365
82,Cc1ccc(C(=O)O)cc1[N+](=O)[O-],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-652.2732033929622,-0.2697393023921734,0.16564959193607504,0.43538889432824845,-1.7708057242771246e-15,0.023632357792268292,4.198095231011552,181.03750770831994,152.64000000000004,1.1860423723029343
84,CCCC(CCC)C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]2(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,-855.9840203763888,-0.43271465600373166,0.20182031778783394,0.6345349737915655,0.01923076923077374,0.012884329084815583,14.735800587111902,282.2433042749304,296.3760000000001,0.9523149791984854
85,CCCCCC(C)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-345.0312451900043,-0.3407832693923484,0.5463337662999652,0.8871170356923136,-4.709195996118372e-15,0.011439726593955207,1.4850613094884149,116.12011513525003,136.97600000000003,0.8477405905797366
87,NC(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-393.45513572348784,-0.28413964146304943,0.22013378286827906,0.5042734243313285,-5.342948306008566e-16,0.02584105480294,2.3162887905032474,121.05276384961002,114.46400000000003,1.0575618871401489
88,CCN1CCc2nc(N)oc2CC1,,,,,,,,0.0,,0.0,,,-580.4917084218009,-0.247418319141525,0.2872137902213995,0.5346321093629245,-4.888946390581493e-15,0.02318864469619239,2.6327092197558772,181.12151211630984,173.61600000000004,1.0432305324181514
89,CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,-1080.8624998053056,-0.25779884597909497,0.26586843358158835,0.5236672795606834,-4.996003610813204e-16,0.008838000744135086,1.9823032146031252,361.2405646231305,352.5440000000001,1.0246680261843357
90,O=C1C(N(CO)C(=O)NCO)N(CO)C(=O)N1CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1039.2618129177304,-0.30119000612537616,0.2603888562873942,0.5615788624127704,-1.894107766254434e-15,0.0537447254792401,4.444207177893753,278.08624880593027,229.72800000000007,1.2105021974070649
121,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,-1169.258003717484,-0.2549302106417257,0.20605624694562236,0.4609864575873481,-3.693124237797212e-15,0.008778191648633318,2.9897753851322464,270.09237617431023,241.17600000000004,1.1198974034493905
122,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,-840.8506485363096,-0.23000147907628737,0.2394604319906946,0.469461911066982,1.3607348865918586e-15,0.013248715475900267,4.4773839550516215,269.16404563452016,256.3520000000001,1.0499783330518977
123,CCCCC(=O)[O-],0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,-339.79114853004864,0.061470200064225745,0.648659817937305,0.5871896178730792,-0.06250000000000297,0.03611645654033972,8.615204974737416,101.06025452921001,105.00000000000003,0.9624786145639046
124,CCCCCCCCCCCCCC(=O)OC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-726.3456430819223,-0.33323916797647596,0.3105846544234753,0.6438238223999513,-4.2873506163716154e-16,0.010393415771060231,0.8180205023273779,242.22458020603966,273.22400000000005,0.8865421054008419
125,Nc1ccncc1N,,,,,,,,0.0,,0.0,,,-352.2783262229545,-0.25148583524421786,0.25034812133273804,0.5018339565769558,4.130029651605583e-15,0.034284793603556546,3.313311885800976,109.06399723890001,103.81600000000003,1.0505509482054787
126,CCCCCCC(C)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-383.6134546722599,-0.34261846775100163,0.5466501386357505,0.8892686063867521,1.2541408241136027e-16,0.010800008659187786,1.4787864526379224,130.13576519971,153.76800000000003,0.8463124004975675
127,CCC[Si](OC)(OC)OC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-741.003164582028,-0.3184256690078719,0.4439849992819361,0.762410668289808,1.4176694006752e-15,0.09001539329619734,1.2750993504794204,164.08687090903982,166.67200000000003,0.9844897217831416
128,CC1=C(CC=O)C(C)(C)CCC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-495.80124753161317,-0.2754162764832817,0.29233358329452824,0.5677498597778099,-3.969047313034935e-15,0.0094580263659923,1.916904273005994,166.1357651997098,178.40000000000003,0.9312542892360413
129,NCCNCCNCCN,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-449.8639630857331,-0.30697600745533266,0.5147803803204134,0.8217563877757461,-2.117353911249406e-15,0.023691654587461235,4.029942798095241,146.15314659785977,161.50400000000005,0.9049506303116934
