ID,smiles,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,energy,homo,lumo,HLgap,charge_ave,charge_var,dipole,mass,vol,dens
24,CN[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,,,,0.948676415876122,0.3176974432830919,0.29895972717796987,0.382897921834214,0.33333333333333326,0.014962254429150048,0.06397294652374073,0.3297449221078291,0.34098801389044475,0.1376862853261257
25,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)c1cc(Cl)cc(Cl)c1)C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.944757464095091,0.3033816551690449,0.27140102929110616,0.36553926393428626,0.3333333333333319,0.025282187854762227,0.05809319952246314,0.35754136740060266,0.3627073920565575,0.1451117920925174
26,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.9586553944908642,0.34590454600033327,0.31922973367803287,0.37461012724873344,0.33333333333333226,0.014930019121699632,0.03955820915767099,0.3589199075119371,0.4110874625045119,0.10426832656979346
27,C#CCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.997240404985664,0.26334152736947686,0.42103857830302854,0.6000689663943776,0.3333333333333339,0.03377130749280863,0.021387474415561977,0.03286193333014114,0.044845226093125724,0.05850310723332683
28,Nc1ccccc1S(=O)(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.9723460832391354,0.3377302634812641,0.2974218678778179,0.35711694126985144,0.3333333333333308,0.1153811163595306,0.04695801186465143,0.18063708478020102,0.16621236448726087,0.16783288845591604
29,CC(O)CC(C)(C)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.990492205713323,0.28410441395753827,0.5138771392152893,0.6912574744081463,0.3333333333333346,0.03910489432061823,0.05079844311766842,0.11127028379827797,0.14999439901422648,0.057025075423354665
30,CC(C)(C)CC(C)(C)N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9910615985616169,0.28987111766484336,0.5426999672240665,0.7203772232352511,0.33333333333333476,0.028308040385301277,0.024032112818220996,0.12523119743152594,0.1928730567691025,0.025750669693369355
31,CC(=O)CC(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9931284428073045,0.2873932607612116,0.3589474339446226,0.49389386093277593,0.3333333333333334,0.02540680253625782,0.029174021413271276,0.08852005559262835,0.12887245933062,0.04078480467827898
32,CCCC(C)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9944843099951465,0.2865003097082343,0.3588792452263452,0.4948723009386535,0.33333333333333093,0.026698090790324258,0.029588393359547892,0.07081604447410268,0.10404142240145377,0.040578442529722314
33,Nc1nc2ccccc2[nH]1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9888463049994843,0.35088174396167704,0.3194425616084494,0.3689475981182876,0.33333333333333387,0.06547523867725596,0.045339026580706314,0.13017299285888995,0.13697521874961108,0.12122146676753887
34,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.0,,1.0,,,0.0,,1.0,0.0,0.0,1.0,1.0,0.9134767739154895,0.28927473504706547,0.253695649141926,0.36023474803876293,0.33333333333333104,0.026119757902761633,0.03658871831258072,0.29537287859762096,0.21156790261752736,0.27776780736335527
37,CC(=O)Nc1ccc(C)c(Cl)c1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.971361935122732,0.3454208783431594,0.3179496711674906,0.37358792168422195,0.33333333333332976,0.04357067825717082,0.03627478076992823,0.1933071212593845,0.20636520916570208,0.12202574919352657
38,CCCCNC(=S)NCCCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9740204273165177,0.37510742438095085,0.33983679229667385,0.36555712449693845,0.33333333333333126,0.02669267085817318,0.04102346789520091,0.19973613695396555,0.25977372017475076,0.06547255820850366
39,CCCCNC(=O)NCCCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9852424097686914,0.30189319317545016,0.38256862007005626,0.5061167824628218,0.33333333333333215,0.03922022176696286,0.03032094051585477,0.17955442893555604,0.2462815677781512,0.05163066501772795
40,CC(C)N(c1ccccc1)C(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9858045910566511,0.36914777153059736,0.3438611166780202,0.3776803793364275,0.3333333333333349,0.02004376373217665,0.016820080180598322,0.18586288627798747,0.25300275070634654,0.05351093455290052
41,CCc1cccc(C)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9917801677164065,0.3282347045280964,0.3395066987929802,0.42097437737203547,0.3333333333333329,0.01200547271745285,0.004316929561095221,0.11378968292873536,0.15771131274659897,0.05045396031015428
42,CC(C)CCCCCCCOP(OCCCCCCCC(C)C)Oc1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.9490838398653807,0.34247175605403596,0.33448470558436005,0.39774633794026604,0.3333333333333299,0.03810372770751629,0.02455096042102536,0.5157681572077745,0.6739479481722116,0.06402357496727398
43,CCCCCCCC/C=C\CCCCCCCC(=O)OC(CO)CO,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9650488968786363,0.303632195114252,0.3627631614265377,0.4793162482092903,0.33333333333333204,0.021797852833789752,0.0293331902022601,0.41214655135982226,0.5483987404005327,0.058790251364244456
44,CCCCCCCCCCC=CC1CC(=O)OC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9745036495754696,0.28617498163384997,0.33458563168631894,0.4649266182510068,0.3333333333333357,0.02427946380218287,0.05708977724401986,0.29833017865463324,0.38209924946790635,0.06983727070730318
45,CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,0.0,0.0,,0.0,0.0,,,0.0,0.0,,1.0,,0.9313529264441357,0.3335769167084508,0.3033117113957046,0.36941803167573284,0.33333333333333215,0.03253114148254406,0.08301113646815157,0.5963588157574011,0.6085906675130379,0.1468662589650649
46,CS(=O)(=O)NC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9244713334267067,0.316691275505728,0.23933682064199144,0.30965077441062194,0.33333333333333565,0.07929637058190142,0.07656845248334034,0.5153434032015367,0.4469088781847827,0.2098298922156878
47,CCOP(=S)(CC)Sc1ccccc1,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9483340097974152,0.40441377653422994,0.3133437332343206,0.2975713384902664,0.3333333333333346,0.05722881913533625,0.0370833548797115,0.2728673953481817,0.28694472449373315,0.13029345097108344
48,CC/C=C\CCCCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9904183149001722,0.3028211844581894,0.38204741800567943,0.504360689089109,0.333333333333332,0.017289865330975932,0.024872385521102408,0.12392807782967967,0.18040152844678442,0.03865224329185623
49,Nc1ccccc1C(=O)Oc1ccc2ccccc2c1,,0.0,1.0,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.9741653034995132,0.34841854418472223,0.289239977546907,0.3341703210745095,0.3333333333333348,0.03357827783412144,0.022880403665325337,0.2944225092128135,0.31929352899443636,0.12083975157917864
50,C=C[C@H]1CN2CCC1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.968106178535296,0.3555843838651632,0.28512659267974005,0.32049919322515924,0.3333333333333318,0.019058858879975236,0.02419843346173434,0.3715878903758868,0.42331005812578565,0.10614950976838272
51,CC(=O)CCC(C)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9905752144015938,0.28809131060481386,0.3550304478926858,0.488171647743561,0.3333333333333288,0.036224834926131266,4.638927718625117e-07,0.10617810598445757,0.13550651581344983,0.07002678665608077
52,N#CCCNCCC#N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9901204330176832,0.265049974750684,0.39419069416547503,0.5645116033797741,0.3333333333333325,0.02872283825904057,0.04268349603061718,0.11756115955418478,0.15000684564927871,0.07017852068336228
54,O=C1c2ccccc2C(=O)C1c1ccc2cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c2n1,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.9297596193479611,0.5910132165699092,0.3742947354233867,0.15141932778559275,0.29824561403509126,0.09452638819761161,0.5357131386759428,0.5064847840373433,0.4524227375129134,0.19734964250916487
56,CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.9456598392780784,0.3690567913245654,0.33286116450941583,0.3640541271274987,0.33333333333333326,0.017272920250221757,0.017513287463897596,0.41195130641270594,0.45524812366976586,0.11663971428752579
57,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.964404641034392,0.3343929483235571,0.2911223466674072,0.35322634211311543,0.3333333333333319,0.028844397286201584,0.0671388194041711,0.3639732252788367,0.3953549157985139,0.12173717246127631
58,Cc1ccccc1CCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9891856697156016,0.3255736142427885,0.3338044312599426,0.41702407180535567,0.33333333333333404,0.01793102935133797,0.01925450937695007,0.13399382222747458,0.17083006609163215,0.07052450198879882
59,Cc1nc(C)c(C)nc1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9893169533997412,0.31876369403280025,0.30526374415632085,0.38949916598392037,0.3333333333333361,0.028830567452628672,1.1819629393183891e-08,0.1340080117975605,0.17002103481323824,0.07175413675695813
60,CC1=CC(O)CC(C)(C)C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9891024432244504,0.30322386291951076,0.37214132866808974,0.49151225207351107,0.3333333333333335,0.02156813514504786,0.030808994419182573,0.13908600004129493,0.18749611042654618,0.056553346392100676
61,Cc1cnc(C)c(C)n1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9906730246652343,0.31130564438834585,0.3016651652838873,0.3938891288459574,0.33333333333333515,0.028219754866351882,0.006203645805704927,0.116304000679035,0.14511531807375877,0.07567430783383937
62,CC(C)COC(=O)c1ccccc1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9839195435958801,0.31136987822255224,0.297345995954241,0.38841967575992487,0.333333333333331,0.02507992481268531,0.018809474915385548,0.1870598948563551,0.22787299453592721,0.08332639531994449
63,C=C(C)[C@@H]1CC=C(C)CC1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9903841027464086,0.3114435951540378,0.3790046884774379,0.49029148860451705,0.3333333333333349,0.012951496137577687,0.00745596190954947,0.13403978295417107,0.1912301009422103,0.04295424347201255
65,Nc1ccc(N)c([N+](=O)[O-])c1,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,,0.9849761579625481,0.3509331766374624,0.2567421253890016,0.290598133148995,0.33333333333333154,0.05975671874151475,0.057284253586823555,0.15542334924475332,0.15632973625580324,0.13700780055689676
66,CC1COc2ccccc2N1,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.987316431656908,0.34863825681515176,0.3373905979695769,0.3940298268277352,0.33333333333333104,0.024865267941431547,0.030506820910711312,0.15040890331423978,0.17386704504437228,0.09678423209803534
67,O=C(O)c1cc(Cl)cc(Cl)c1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.9548370487954281,0.32077523840350963,0.2644948187153453,0.3361988788121794,0.3333333333333288,0.06286400687935496,0.05718937782589772,0.22224442557128132,0.18432221848823171,0.20933795687113238
68,CCCCCCCCCCCC(=O)NCCCN(C)C,0.0,,0.0,,,,,,0.0,,,,0.97439638905393,0.3122453519854723,0.37748770461696995,0.48744241110431163,0.33333333333333315,0.021475887674788034,0.04435075566139961,0.3211865178837621,0.45072999514581236,0.044265534500475615
69,CC(C)CCCCCOC(=O)CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9699360153230026,0.328313523567607,0.3675972403482956,0.45595454430033155,0.33333333333333126,0.02421425611952952,0.029029184757575797,0.2376300978011447,0.3020549394471205,0.0718561328332465
70,O=[N+]([O-])c1cc([As](=O)(O)O)ccc1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9007542580734366,0.3265965050229417,0.2574813279376826,0.32050815966521645,0.33333333333333204,0.20352232089804853,0.0707115215166957,0.29422858611100305,0.2166087898136739,0.265861941520336
71,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9265798351226165,0.32574254068004277,0.3608486657398458,0.45059048678213603,0.33333333333333315,0.037936998923911086,0.04609855165615505,0.4649422162906837,0.49929676511954996,0.12706676544260406
72,C=CCOc1c(Br)cc(Br)cc1Br,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.7209997880421886,0.32602890940744694,0.30253606715038794,0.3774398777519148,0.33333333333333237,0.01277018188506006,0.021707571695489914,0.4266881055629014,0.2558032435930947,0.3800454604700309
74,CC(C)[C@H]1CC[C@H](C)C[C@@H]1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9877042012675438,0.2749432945512657,0.5353895620899242,0.7290297115508975,0.3333333333333352,0.018036589483145248,0.02300296711305493,0.15933610006673068,0.22159989046961157,0.04846594775100604
75,C(=C/c1ccccc1)\c1ccccc1,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.9852097842947941,0.35947956437621187,0.2825946301823556,0.31269827465620653,0.3333333333333359,0.006488542345732393,3.836372155927182e-08,0.18957929398681247,0.23143273216086033,0.08277527389426508
76,Cc1ccc2c(ccc3ccccc32)c1,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.9838927039217631,0.3563478879257218,0.2910106090170603,0.32693661877605884,0.33333333333333326,0.007999668727673236,0.005410212158444398,0.20473721619842786,0.23809168191379462,0.09694709601339864
77,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9711727314320426,0.35806111449183137,0.30912864943671986,0.34751833200707316,0.33333333333333326,0.05774487910823156,0.06620521385905763,0.2982206756147159,0.29804712296030766,0.1484201074111879
78,C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,0.9716020049216164,0.3396170619957025,0.3105050649630864,0.37120537480890337,0.3333333333333361,0.07370768323387875,0.09213383380425604,0.27291161248988216,0.2518950001866996,0.17524686578685805
80,COC(=O)C1=CCCN(C)C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9859953379067857,0.3064735432115025,0.31758426994634525,0.4195212794600913,0.33333333333333715,0.02882149596710165,0.024792904220381558,0.15800120930827397,0.1886038609461932,0.08828021331347781
81,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,,,,,,,,0.0,,0.0,,,0.9747939755511135,0.3463796134623479,0.27675258276470793,0.32100701291245737,0.33333333333333226,0.020215992367935802,0.013736978804185201,0.2805075563062616,0.3006733629563248,0.12427024063769146
82,Cc1ccc(C(=O)O)cc1[N+](=O)[O-],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9809336064806486,0.3229704326695967,0.2577785249230498,0.32519820356345436,0.3333333333333319,0.04262305237585292,0.0673295865846532,0.19077122118502235,0.18826780179978345,0.14633083429761506
84,CCCC(CCC)C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]2(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.9737743982227955,0.19369623093639443,0.28514786150597293,0.5133483569460013,0.3461538461538489,0.02323802974874932,0.2363346486747204,0.31861035382846076,0.4118964937829058,0.0671694834597785
85,CCCCCC(C)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9917313107797999,0.26661742027609425,0.5458311712165952,0.7519840047899227,0.33333333333333,0.020632561087032836,0.02381760263133096,0.10877015561806425,0.16389729036754913,0.031751085315913426
87,NC(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9900295026867475,0.31154789363641305,0.299005128065691,0.39027924819507376,0.33333333333333276,0.04660663324390555,0.03714893495583519,0.1150008810771887,0.12887245933062,0.10281565780633575
88,CCN1CCc2nc(N)oc2CC1,,,,,,,,0.0,,0.0,,,0.9834562936858174,0.34067573121740796,0.3497626192688496,0.418961666953106,0.3333333333333299,0.041822776470243433,0.04222372614473936,0.19087733220850095,0.22090287890668758,0.09796175778177792
89,CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,0.9658712741237355,0.3324417603085591,0.3336112085188462,0.408602264374532,0.3333333333333328,0.01594011786408968,0.03179243170538982,0.4183965477691901,0.4992843184844977,0.09167480506781868
90,O=C1C(N(CO)C(=O)NCO)N(CO)C(=O)N1CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9673332877050864,0.2980233193241781,0.3294649716998345,0.44442054484391597,0.33333333333333187,0.09693337707407923,0.0712767613687588,0.31335932687608786,0.3082035771629141,0.15461515549241364
121,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.9627647045711887,0.33471719972368646,0.28835306593941645,0.3493823876879839,0.33333333333333065,0.015832246858050854,0.04795039883204892,0.3032617852494497,0.3260147119226317,0.12392813251745523
122,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.9743062450940172,0.3544909986566484,0.3136290415314953,0.35738986579891246,0.33333333333333404,0.02389523290929611,0.07180885475095494,0.3020891550737159,0.34962597861668104,0.1002471767318496
123,CCCCC(=O)[O-],0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.991915468616067,0.5856901819302942,0.6232583193457704,0.4686171927572765,0.2916666666666647,0.06513923123035817,0.13817175584922356,0.08974713931938698,0.11414809006385127,0.07061181469131816
124,CCCCCCCCCCCCCC(=O)OC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9783304063671089,0.27260150110009235,0.36744667269929243,0.5221243182660782,0.3333333333333328,0.018745446758547755,0.013119517116385572,0.2680602949580983,0.3758759319417995,0.044892806904449654
125,Nc1ccncc1N,,,,,,,,0.0,,0.0,,,0.9914766195309761,0.33744932375419223,0.3218674394954719,0.3879744765751959,0.33333333333333587,0.061835664740053864,0.05313931848164488,0.0998571484356591,0.11230598807612366,0.10044111629736492
126,CCCCCCC(C)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.990375378498825,0.2651617167136867,0.5460705609645123,0.7540167756948932,0.3333333333333332,0.019478773078276113,0.02371696567709976,0.12647416673658984,0.19002277734214554,0.03126737027226348
127,CCC[Si](OC)(OC)OC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97781528276927,0.28435176401779827,0.46838683501930534,0.6341633466188252,0.3333333333333341,0.16235074201322736,0.020450205961967362,0.16935985168161946,0.21009919968136617,0.07806677732007858
128,CC1=C(CC=O)C(C)(C)CCC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9864326532917765,0.3184673818853826,0.35363661782855954,0.45025080825600255,0.3333333333333305,0.017058389040715174,0.03074355514149451,0.17194793337143602,0.22834596666791132,0.06003641854659178
129,NCCNCCNCCN,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9880470721577863,0.29343378669496756,0.5219556414651443,0.6902322697629217,0.3333333333333317,0.042729999402867654,0.0646327364256036,0.14670668517550076,0.20205867343763614,0.05112760753915213
130,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,0.967334750815453,0.3193527873281112,0.3071663208717248,0.39117307621601705,0.3333333333333329,0.021521479797986222,0.034705372102728456,0.3779230374947712,0.43299354019640796,0.10437023441076294
